PC1,PC2,PC3,PC4
-2.63,-1.18,-0.00,-0.00
-2.59,-1.08,-0.00,-0.00
-2.46,-0.33,-0.00,-0.00
-2.35,0.25,-0.00,-0.00
-2.30,0.37,-0.00,0.00
-2.19,0.97,-0.00,0.00
-2.17,0.97,-0.00,0.00
-2.04,1.71,-0.00,0.00
-1.99,1.85,-0.00,0.00
-2.01,1.50,-0.00,0.00
-2.00,1.44,0.00,0.00
-1.96,1.55,-0.00,0.00
-1.99,1.11,-0.00,0.00
-1.92,1.43,-0.00,0.00
-1.96,0.99,0.00,0.00
-1.89,1.27,-0.00,0.00
-1.82,1.63,-0.00,0.00
-1.81,1.48,0.00,0.00
-1.73,1.86,-0.00,0.00
-1.75,1.56,-0.00,0.00
-1.75,1.29,-0.00,0.00
-1.71,1.44,-0.00,0.00
-1.76,0.86,-0.00,0.00
-1.70,1.08,-0.00,0.00
-1.64,1.33,-0.00,0.00
-1.71,0.69,-0.00,0.00
-1.62,1.11,-0.00,0.00
-1.49,1.81,-0.00,0.00
-1.54,1.28,-0.00,0.00
-1.48,1.52,-0.00,0.00
-1.46,1.47,-0.00,0.00
-1.48,1.14,-0.00,0.00
-1.42,1.36,-0.00,0.00
-1.38,1.48,-0.00,0.00
-1.40,1.12,-0.00,0.00
-1.37,1.14,-0.00,0.00
-1.36,1.06,-0.00,0.00
-1.27,1.49,-0.00,0.00
-1.22,1.65,-0.00,0.00
-1.26,1.20,-0.00,0.00
-1.22,1.25,-0.00,0.00
-1.18,1.38,-0.00,0.00
-1.21,0.95,-0.00,0.00
-1.16,1.17,-0.00,0.00
-1.10,1.42,-0.00,0.00
-1.09,1.28,-0.00,0.00
-1.05,1.34,-0.00,0.00
-1.06,1.10,-0.00,0.00
-0.98,1.47,-0.00,0.00
-0.93,1.67,-0.00,0.00
-0.95,1.34,-0.00,0.00
-0.99,0.81,-0.00,0.00
-0.90,1.29,0.00,0.00
-0.92,0.93,-0.00,0.00
-0.88,1.09,-0.00,0.00
-0.81,1.35,-0.00,0.00
-0.85,0.90,-0.00,0.00
-0.75,1.39,-0.00,0.00
-0.75,1.23,-0.00,0.00
-0.72,1.23,-0.00,0.00
-0.71,1.15,-0.00,0.00
-0.71,0.94,-0.00,0.00
-0.68,1.01,-0.00,0.00
-0.60,1.37,-0.00,0.00
-0.60,1.17,-0.00,0.00
-0.57,1.20,-0.00,0.00
-0.59,0.89,-0.00,0.00
-0.52,1.20,-0.00,0.00
-0.45,1.49,-0.00,0.00
-0.46,1.22,-0.00,0.00
-0.41,1.39,-0.00,0.00
-0.41,1.22,-0.00,0.00
-0.49,0.46,0.00,0.00
-0.38,1.06,-0.00,0.00
-0.32,1.23,-0.00,0.00
-0.36,0.78,-0.00,0.00
-0.28,1.17,-0.00,0.00
-0.30,0.85,-0.00,0.00
-0.20,1.33,0.00,0.00
-0.16,1.46,-0.00,0.00
-0.20,0.99,-0.00,0.00
-0.16,1.06,-0.00,0.00
-0.15,0.98,-0.00,0.00
-0.19,0.53,-0.00,0.00
-0.07,1.15,-0.00,0.00
-0.09,0.84,-0.00,0.00
-0.03,1.07,0.00,0.00
0.02,1.24,-0.00,0.00
0.04,1.18,-0.00,0.00
0.11,1.53,0.00,0.00
0.13,1.42,-0.00,0.00
0.09,0.97,0.00,0.00
0.13,1.10,0.00,0.00
0.17,1.23,-0.00,0.00
0.17,0.97,0.00,0.00
0.23,1.21,-0.00,0.00
0.16,0.56,-0.00,0.00
0.24,0.90,0.00,0.00
0.31,1.24,-0.00,0.00
0.29,0.93,-0.00,0.00
0.36,1.21,-0.00,0.00
0.39,1.24,-0.00,0.00
0.36,0.88,-0.00,0.00
0.41,0.98,-0.00,0.00
0.41,0.80,-0.00,0.00
0.43,0.81,0.00,0.00
0.52,1.19,-0.00,0.00
0.48,0.75,0.00,0.00
0.54,0.98,0.00,0.00
0.63,1.46,0.00,0.00
0.61,1.10,0.00,0.00
0.69,1.49,0.00,0.00
0.67,1.19,0.00,0.00
0.67,0.97,0.00,0.00
0.72,1.17,-0.00,0.00
0.65,0.51,-0.00,0.00
0.72,0.80,0.00,0.00
0.78,1.03,-0.00,0.00
0.76,0.73,-0.00,0.00
0.83,1.01,-0.00,0.00
0.91,1.39,0.00,0.00
0.89,1.04,0.00,0.00
0.93,1.12,-0.00,0.00
0.88,0.63,0.00,0.00
0.91,0.64,0.00,0.00
0.97,0.87,0.00,0.00
0.96,0.64,0.00,0.00
1.01,0.79,0.00,0.00
1.07,1.03,0.00,0.00
1.07,0.79,-0.00,0.00
1.15,1.22,0.00,0.00
1.21,1.42,0.00,0.00
1.16,0.89,0.00,0.00
1.18,0.84,-0.00,0.00
1.14,0.37,0.00,0.00
1.20,0.61,0.00,0.00
1.28,1.03,-0.00,0.00
1.28,0.77,0.00,0.00
1.30,0.78,-0.00,0.00
1.36,1.04,-0.00,0.00
1.39,1.01,-0.00,0.00
1.43,1.13,-0.00,0.00
1.42,0.89,-0.00,0.00
1.41,0.61,0.00,0.00
1.49,0.98,0.00,0.00
1.44,0.43,0.00,0.00
1.47,0.50,0.00,0.00
1.56,0.90,0.00,0.00
1.55,0.68,0.00,0.00
1.61,0.94,0.00,0.00
1.71,1.42,0.00,0.00
1.71,1.24,0.00,0.00
1.76,1.40,0.00,0.00
1.72,0.99,-0.00,0.00
1.69,0.60,0.00,0.00
1.79,1.03,0.00,0.00
1.77,0.77,0.00,0.00
1.82,0.87,0.00,0.00
1.86,0.97,0.00,0.00
1.82,0.55,0.00,0.00
1.91,0.98,0.00,0.00
1.96,1.12,0.00,0.00
1.98,1.09,0.00,0.00
2.00,1.06,0.00,0.00
1.97,0.63,-0.00,0.00
2.02,0.83,0.00,0.00
2.06,0.89,0.00,0.00
2.02,0.46,-0.00,0.00
2.11,0.88,0.00,0.00
2.15,0.98,0.00,0.00
2.15,0.78,-0.00,0.00
2.24,1.28,0.00,0.00
2.22,0.95,-0.00,0.00
2.26,1.05,0.00,0.00
2.28,0.95,0.00,0.00
2.24,0.52,-0.00,0.00
2.31,0.81,-0.00,0.00
2.35,0.93,0.00,0.00
2.31,0.48,0.00,0.00
2.40,0.89,-0.00,0.00
2.38,0.59,0.00,0.00
2.43,0.71,0.00,0.00
2.53,1.29,-0.00,0.00
2.49,0.81,0.00,0.00
2.53,0.93,0.00,0.00
2.56,0.93,-0.00,0.00
2.53,0.56,0.00,0.00
-2.73,-1.90,-0.00,-0.00
-2.69,-1.83,-0.00,-0.00
-2.63,-1.58,-0.00,-0.00
-2.57,-1.37,-0.00,-0.00
-2.54,-1.30,-0.00,-0.00
-2.49,-1.11,-0.00,-0.00
-2.46,-1.09,-0.00,-0.00
-2.42,-1.02,-0.00,-0.00
-2.37,-0.88,-0.00,-0.00
-2.37,-1.00,-0.00,-0.00
-2.32,-0.83,0.00,-0.00
-2.29,-0.84,-0.00,-0.00
-2.29,-1.00,-0.00,-0.00
-2.24,-0.82,-0.00,-0.00
-2.23,-0.94,0.00,-0.00
-2.19,-0.84,-0.00,-0.00
-2.18,-0.94,-0.00,-0.00
-2.16,-1.05,0.00,-0.00
-2.12,-0.89,-0.00,-0.00
-2.08,-0.83,-0.00,-0.00
-2.08,-1.02,-0.00,-0.00
-2.04,-0.90,-0.00,-0.00
-2.03,-1.04,-0.00,-0.00
-2.00,-1.02,-0.00,-0.00
-1.96,-0.96,-0.00,-0.00
-1.97,-1.21,-0.00,-0.00
-1.90,-0.88,-0.00,-0.00
-1.88,-0.90,-0.00,-0.00
-1.87,-1.05,-0.00,-0.00
-1.83,-0.95,-0.00,-0.00
-1.80,-0.90,-0.00,-0.00
-1.77,-0.89,-0.00,-0.00
-1.77,-1.08,-0.00,-0.00
-1.72,-0.91,-0.00,-0.00
-1.71,-1.05,-0.00,-0.00
-1.67,-0.94,-0.00,-0.00
-1.66,-1.06,-0.00,-0.00
-1.62,-0.96,-0.00,-0.00
-1.58,-0.92,-0.00,-0.00
-1.57,-1.00,-0.00,-0.00
-1.54,-0.98,-0.00,-0.00
-1.50,-0.89,-0.00,-0.00
-1.49,-1.03,-0.00,-0.00
-1.46,-0.97,-0.00,-0.00
-1.42,-0.89,-0.00,-0.00
-1.41,-0.98,-0.00,-0.00
-1.38,-0.95,-0.00,-0.00
-1.37,-1.06,-0.00,-0.00
-1.32,-0.96,-0.00,-0.00
-1.30,-0.96,-0.00,-0.00
-1.31,-1.19,-0.00,-0.00
-1.25,-1.00,-0.00,-0.00
-1.22,-0.99,0.00,-0.00
-1.22,-1.18,-0.00,-0.00
-1.18,-1.07,-0.00,-0.00
-1.14,-0.98,-0.00,-0.00
-1.11,-0.98,-0.00,-0.00
-1.08,-0.95,-0.00,-0.00
-1.09,-1.19,-0.00,-0.00
-1.05,-1.11,-0.00,-0.00
-1.01,-0.98,-0.00,-0.00
-1.00,-1.12,-0.00,-0.00
-0.98,-1.16,-0.00,-0.00
-0.93,-0.99,-0.00,-0.00
-0.90,-0.99,-0.00,-0.00
-0.90,-1.13,-0.00,-0.00
-0.87,-1.16,-0.00,-0.00
-0.85,-1.19,-0.00,-0.00
-0.80,-1.02,-0.00,-0.00
-0.79,-1.14,-0.00,-0.00
-0.78,-1.21,-0.00,-0.00
-0.73,-1.03,-0.00,-0.00
-0.71,-1.13,0.00,-0.00
-0.66,-0.97,-0.00,-0.00
-0.64,-1.02,-0.00,-0.00
-0.64,-1.20,-0.00,-0.00
-0.60,-1.10,-0.00,-0.00
-0.60,-1.23,-0.00,-0.00
-0.55,-1.13,0.00,-0.00
-0.52,-1.11,-0.00,-0.00
-0.53,-1.29,-0.00,-0.00
-0.47,-1.09,-0.00,-0.00
-0.44,-1.05,-0.00,-0.00
-0.43,-1.19,-0.00,-0.00
-0.39,-1.08,-0.00,-0.00
-0.39,-1.25,-0.00,-0.00
-0.35,-1.15,0.00,-0.00
-0.33,-1.22,-0.00,-0.00
-0.32,-1.36,-0.00,-0.00
-0.27,-1.15,0.00,-0.00
-0.23,-1.12,-0.00,-0.00
-0.23,-1.26,0.00,-0.00
-0.19,-1.14,0.00,-0.00
-0.16,-1.12,-0.00,-0.00
-0.14,-1.20,0.00,-0.00
-0.13,-1.32,-0.00,-0.00
-0.11,-1.32,-0.00,-0.00
-0.06,-1.17,0.00,-0.00
-0.03,-1.13,-0.00,-0.00
-0.01,-1.22,-0.00,-0.00
0.02,-1.18,-0.00,-0.00
0.06,-1.11,-0.00,-0.00
0.07,-1.22,-0.00,-0.00
0.11,-1.09,-0.00,-0.00
0.11,-1.29,-0.00,-0.00
0.13,-1.31,0.00,-0.00
0.18,-1.22,-0.00,-0.00
0.20,-1.24,0.00,-0.00
0.22,-1.29,0.00,-0.00
0.26,-1.19,0.00,-0.00
0.25,-1.43,0.00,-0.00
0.31,-1.21,0.00,-0.00
0.34,-1.14,0.00,-0.00
0.33,-1.43,0.00,-0.00
0.39,-1.14,-0.00,-0.00
0.40,-1.26,-0.00,-0.00
0.44,-1.23,0.00,-0.00
0.46,-1.27,-0.00,-0.00
0.47,-1.35,-0.00,-0.00
0.52,-1.24,-0.00,-0.00
0.54,-1.25,0.00,-0.00
0.56,-1.30,0.00,-0.00
0.59,-1.26,-0.00,-0.00
0.59,-1.42,0.00,-0.00
0.62,-1.39,0.00,-0.00
0.66,-1.30,0.00,-0.00
0.66,-1.51,0.00,-0.00
0.72,-1.28,0.00,-0.00
0.76,-1.20,0.00,-0.00
0.77,-1.36,-0.00,-0.00
0.78,-1.40,0.00,-0.00
0.83,-1.24,0.00,-0.00
0.85,-1.32,0.00,-0.00
0.86,-1.44,-0.00,-0.00
0.88,-1.47,0.00,-0.00
0.92,-1.36,0.00,-0.00
0.96,-1.25,-0.00,-0.00
0.97,-1.38,0.00,-0.00
1.00,-1.38,-0.00,-0.00
1.04,-1.25,-0.00,-0.00
1.05,-1.37,-0.00,-0.00
1.09,-1.27,-0.00,-0.00
1.10,-1.40,-0.00,-0.00
1.13,-1.37,0.00,-0.00
1.17,-1.25,0.00,-0.00
1.18,-1.42,0.00,-0.00
1.21,-1.35,0.00,-0.00
1.24,-1.32,0.00,-0.00
1.25,-1.48,0.00,-0.00
1.29,-1.38,0.00,-0.00
1.33,-1.31,0.00,-0.00
1.34,-1.40,0.00,-0.00
1.36,-1.39,0.00,-0.00
1.37,-1.50,-0.00,-0.00
1.41,-1.45,0.00,-0.00
1.46,-1.29,0.00,-0.00
1.46,-1.45,0.00,-0.00
1.49,-1.45,0.00,-0.00
1.53,-1.32,0.00,-0.00
1.54,-1.41,0.00,-0.00
1.58,-1.40,0.00,-0.00
1.58,-1.55,0.00,-0.00
1.62,-1.45,0.00,-0.00
1.65,-1.43,0.00,-0.00
1.66,-1.56,-0.00,-0.00
1.67,-1.64,0.00,-0.00
1.73,-1.42,0.00,-0.00
1.74,-1.55,-0.00,-0.00
1.77,-1.53,0.00,-0.00
1.82,-1.36,0.00,-0.00
1.83,-1.46,-0.00,-0.00
1.87,-1.36,0.00,-0.00
1.88,-1.50,-0.00,-0.00
1.91,-1.41,0.00,-0.00
1.94,-1.41,0.00,-0.00
1.94,-1.63,-0.00,-0.00
1.98,-1.49,-0.00,-0.00
2.01,-1.47,0.00,-0.00
2.03,-1.54,0.00,-0.00
2.07,-1.46,-0.00,-0.00
2.07,-1.61,0.00,-0.00
2.11,-1.55,0.00,-0.00
2.14,-1.47,-0.00,-0.00
2.13,-1.76,0.00,-0.00
2.18,-1.59,0.00,-0.00
2.23,-1.42,-0.00,-0.00
2.24,-1.52,0.00,-0.00
-2.75,-2.04,-0.00,-0.00
-2.72,-2.05,-0.00,-0.00
-2.63,-1.57,-0.00,-0.00
-2.55,-1.22,-0.00,-0.00
-2.53,-1.22,-0.00,-0.00
-2.41,-0.55,-0.00,-0.00
-2.37,-0.49,-0.00,-0.00
-2.31,-0.20,-0.00,-0.00
-2.22,0.23,-0.00,-0.00
-2.16,0.43,-0.00,0.00
-2.15,0.32,0.00,0.00
-2.11,0.43,-0.00,0.00
-2.14,0.05,-0.00,-0.00
-2.08,0.28,-0.00,-0.00
-2.10,-0.01,0.00,-0.00
-2.04,0.22,-0.00,-0.00
-1.98,0.44,-0.00,0.00
-1.98,0.29,0.00,0.00
-1.92,0.49,-0.00,0.00
-1.89,0.53,-0.00,0.00
-1.86,0.55,-0.00,0.00
-1.87,0.32,-0.00,0.00
-1.86,0.13,-0.00,-0.00
-1.79,0.47,-0.00,0.00
-1.75,0.52,-0.00,0.00
-1.76,0.34,-0.00,0.00
-1.71,0.42,-0.00,0.00
-1.66,0.63,-0.00,0.00
-1.64,0.60,-0.00,0.00
-1.61,0.64,-0.00,0.00
-1.58,0.64,-0.00,0.00
-1.61,0.26,-0.00,0.00
-1.56,0.41,-0.00,0.00
-1.50,0.64,-0.00,0.00
-1.50,0.43,-0.00,0.00
-1.44,0.65,-0.00,0.00
-1.44,0.47,-0.00,0.00
-1.39,0.63,-0.00,0.00
-1.39,0.41,-0.00,0.00
-1.39,0.24,-0.00,0.00
-1.31,0.62,-0.00,0.00
-1.28,0.65,-0.00,0.00
-1.34,0.08,-0.00,-0.00
-1.25,0.49,-0.00,0.00
-1.21,0.62,-0.00,0.00
-1.23,0.23,-0.00,0.00
-1.18,0.46,-0.00,0.00
-1.23,-0.11,-0.00,-0.00
-1.11,0.58,-0.00,0.00
-1.07,0.62,-0.00,0.00
-1.11,0.22,-0.00,0.00
-1.04,0.46,-0.00,0.00
-1.00,0.61,0.00,0.00
-1.03,0.15,-0.00,0.00
-0.99,0.28,-0.00,0.00
-0.92,0.58,-0.00,0.00
-0.90,0.55,-0.00,0.00
-0.87,0.55,-0.00,0.00
-0.90,0.18,-0.00,0.00
-0.82,0.54,-0.00,0.00
-0.79,0.56,-0.00,0.00
-0.79,0.39,-0.00,0.00
-0.74,0.54,-0.00,0.00
-0.71,0.55,-0.00,0.00
-0.71,0.38,-0.00,0.00
-0.67,0.53,-0.00,0.00
-0.67,0.31,-0.00,0.00
-0.63,0.36,-0.00,0.00
-0.58,0.55,-0.00,0.00
-0.58,0.36,-0.00,0.00
-0.53,0.53,-0.00,0.00
-0.51,0.54,-0.00,0.00
-0.56,-0.06,0.00,-0.00
-0.45,0.53,-0.00,0.00
-0.43,0.51,-0.00,0.00
-0.40,0.50,-0.00,0.00
-0.38,0.48,-0.00,0.00
-0.41,0.12,-0.00,0.00
-0.35,0.30,0.00,0.00
-0.30,0.49,-0.00,0.00
-0.28,0.45,-0.00,0.00
-0.25,0.47,-0.00,0.00
-0.22,0.49,-0.00,0.00
-0.25,0.10,-0.00,0.00
-0.18,0.36,-0.00,0.00
-0.22,-0.08,-0.00,-0.00
-0.21,-0.18,0.00,-0.00
-0.09,0.46,-0.00,0.00
-0.09,0.26,-0.00,0.00
-0.04,0.43,0.00,0.00
-0.01,0.46,-0.00,0.00
0.01,0.42,0.00,0.00
0.01,0.28,0.00,0.00
0.06,0.44,-0.00,0.00
0.07,0.26,0.00,0.00
0.11,0.42,-0.00,0.00
0.07,-0.06,-0.00,-0.00
0.12,0.11,0.00,0.00
0.20,0.43,-0.00,0.00
0.20,0.27,-0.00,0.00
0.25,0.43,-0.00,0.00
0.28,0.44,-0.00,0.00
0.24,0.01,-0.00,0.00
0.30,0.24,-0.00,0.00
0.26,-0.23,-0.00,-0.00
0.33,0.09,0.00,0.00
0.38,0.25,-0.00,0.00
0.36,-0.12,0.00,-0.00
0.43,0.22,0.00,0.00
0.48,0.41,0.00,0.00
0.47,0.15,0.00,0.00
0.51,0.26,0.00,0.00
0.56,0.40,0.00,0.00
0.58,0.37,0.00,0.00
0.59,0.22,-0.00,0.00
0.60,0.16,-0.00,0.00
0.61,0.02,0.00,0.00
0.69,0.36,-0.00,0.00
0.65,-0.05,-0.00,0.00
0.74,0.34,-0.00,0.00
0.77,0.36,0.00,0.00
0.77,0.20,0.00,0.00
0.82,0.35,-0.00,0.00
0.79,-0.02,0.00,0.00
0.82,0.02,0.00,0.00
0.89,0.35,0.00,0.00
0.85,-0.15,0.00,-0.00
0.95,0.33,0.00,0.00
0.97,0.32,0.00,0.00
0.94,-0.14,-0.00,-0.00
0.98,0.01,0.00,0.00
1.05,0.33,0.00,0.00
1.07,0.28,0.00,0.00
1.11,0.31,-0.00,0.00
1.08,-0.06,0.00,0.00
1.11,-0.04,0.00,0.00
1.18,0.31,-0.00,0.00
1.20,0.25,0.00,0.00
1.16,-0.24,-0.00,-0.00
1.26,0.30,-0.00,0.00
1.26,0.06,-0.00,0.00
1.31,0.27,-0.00,0.00
1.27,-0.18,-0.00,-0.00
1.32,-0.02,0.00,0.00
1.39,0.29,0.00,0.00
1.36,-0.13,0.00,0.00
1.41,0.07,0.00,0.00
1.47,0.28,0.00,0.00
1.44,-0.10,0.00,0.00
1.46,-0.18,0.00,0.00
1.55,0.26,0.00,0.00
1.52,-0.10,0.00,0.00
1.60,0.26,0.00,0.00
1.56,-0.17,-0.00,0.00
1.64,0.23,0.00,0.00
1.67,0.25,0.00,0.00
1.63,-0.28,0.00,-0.00
1.72,0.19,0.00,0.00
1.75,0.20,0.00,0.00
1.72,-0.18,0.00,0.00
1.76,-0.07,0.00,0.00
1.77,-0.19,0.00,0.00
1.81,-0.08,0.00,0.00
1.84,-0.09,0.00,0.00
1.87,-0.03,-0.00,0.00
1.92,0.14,0.00,0.00
1.96,0.18,0.00,0.00
1.98,0.14,-0.00,0.00
2.01,0.17,0.00,0.00
2.03,0.18,0.00,0.00
2.01,-0.22,-0.00,0.00
2.09,0.17,0.00,0.00
2.09,-0.01,-0.00,0.00
2.14,0.16,0.00,0.00
2.17,0.18,0.00,0.00
2.16,-0.08,-0.00,0.00
2.21,0.16,-0.00,0.00
2.24,0.17,0.00,0.00
2.21,-0.26,0.00,0.00
2.29,0.13,-0.00,0.00
2.29,-0.04,0.00,0.00
2.34,0.10,0.00,0.00
2.37,0.11,-0.00,0.00
2.34,-0.24,0.00,0.00
2.42,0.11,0.00,0.00
2.45,0.12,-0.00,0.00
2.40,-0.37,0.00,-0.00
